1390942171 684 0
1390942199 700 0
1390943106 707 0
1391351451 707 0
1391351799 711 0
1391351954 711 0
1391352652 711 0
1391357969 884 0
1391366787 884 0
1391436650 884 0
1391436703 884 487
1391444058 884 604
1391536640 884 808
1391538864 884 808
1391538922 884 808
1391539038 884 808
1391541969 917 808
1391867254 920 808
1391867317 1015 808
1392511563 1945 808
1392592322 2119 808
1392594147 2162 808
1393769567 2162 811
1393769615 2162 813
1393779080 2162 813
1393779426 2162 813
1393784514 2296 813
1393784663 2363 813
1393784712 2399 813
1393786068 2415 813
1393789654 2430 813
1393789775 2572 813
1393791681 2730 813
1393791715 2779 813
1393792270 2935 813
1393792584 2945 813
1393795128 2945 813
1393796815 3029 813
1393796824 3029 813
1393797396 3032 813
1393797534 3032 860
1393797727 3032 863
1393797747 3032 865
1393802804 3078 865
1393802813 3078 865
1393873125 3079 865
1393875002 3088 865
1393875351 3093 865
1394487755 3121 865
1394487965 3124 865
1394488276 3124 865
1394491999 3154 865
1394492056 3189 865
1394492604 3195 865
1394824517 3201 865
1394825212 3202 865
1394869736 3252 865
1394869889 3253 865
1396368172 3481 865
1396373086 4764 865
1396373169 4781 865
1396373320 4795 865
1396373348 4822 865
1396373429 4948 865
1396373565 5341 865
1396374111 5461 865
1396374176 5462 865
1396374407 5462 865
1396378025 5712 865
1396378672 6084 865
1396378725 6276 865
1396381266 6585 865
1396382873 6904 865
1396382912 6916 865
1396383211 6923 865
1396385040 6991 865
1396385502 6999 865
1396385566 7007 865
1396385753 8223 865
1396385903 8661 865
1396387800 9459 865
1396387811 9593 865
1396945233 9595 865
1396945475 9596 865
1398103697 9598 865
1398113873 9982 865
1399366430 9984 865
1399369018 9998 865
1399549816 10076 865
1399550028 10103 865
1399554859 10187 865
1399558226 10235 865
1399558429 10485 865
1399558977 10500 865
1399559501 10559 865
1399560975 10618 865
1399562581 10703 865
1399562753 10703 865
1399562846 10704 865
1399565326 10970 865
1399565796 11002 865
1399577266 11002 865
1399581594 11002 1008
1399581741 11002 1019
1399581942 11002 1019
1399582745 11011 1019
1399583222 11149 1019
1400007807 11165 1019
1400013251 11589 1019
1400604172 11589 1025
1400604304 11589 1060
1400609244 11707 1060
1400610750 11862 1060
1400615342 11991 1060
1400621170 11991 1060
1401030191 12805 1060
1401035300 13866 1060
1401052001 13866 1060
1401053845 13941 1060
1401054462 13982 1060
1401054915 13993 1060
1401055060 13994 1060
1401132890 14139 1060
1401135519 14214 1060
1401180215 14214 1067
1401182853 14214 1092
1401183020 14260 1092
1401183243 14260 1101
1401206564 14262 1101
1401213370 14262 1101
1401213599 14262 1101
1401214218 14519 1101
1401214641 14519 1101
1401214807 14520 1101
1401215910 14520 1101
1401216247 14532 1101
1401219741 14842 1101
1401223276 14842 1195
1401226738 14842 1195
1401226799 14915 1195
1401226824 15100 1195
1401226935 15150 1195
1401227346 15150 1195
1401227411 15278 1195
1401268491 15278 1198
1401295182 15278 1233
1401298785 15278 1233
1401300692 15510 1233
1401300848 15511 1233
1401300937 15512 1233
1401301787 15607 1233
1401301885 15613 1233
1401302470 15613 1233
1401302729 15614 1233
1401310736 15942 1233
1401378248 16022 1233
1401381905 16526 1233
1401387026 16604 1233
1401390746 16604 1233
1401481866 16617 1233
1401481923 16622 1233
1401540169 16739 1233
1401557814 16774 1233
1401558065 16776 1233
1401558268 16778 1233
1401559438 16863 1233
1401559564 16864 1233
1401569461 16864 1267
1401569491 16864 1267
1401569636 16864 1310
1401570176 16864 1316
1401572925 16868 1316
1401613283 16868 1325
1401613552 16868 1325
1401613868 16868 1331
1401614166 16868 1361
1401615516 16868 1364
1401625501 16953 1364
1401649508 16953 1445
1401649541 16953 1629
1401649838 16953 1630
1401650670 17028 1630
1401650700 17028 1630
1401650959 17035 1630
1401651241 18450 1630
1401654900 18471 1630
1401656697 18508 1630
1401657059 18508 1630
1401657140 19515 1630
1401657310 19516 1630
1401733398 19522 1630
1401739035 19522 1630
1401740407 19544 1630
1401782940 19544 1664
1401783101 19544 1664
1401785917 19690 1664
1401786099 19690 1672
1401786339 19690 1672
1401872852 19710 1672
1401873797 19740 1672
1401904301 19993 1672
1401906826 19998 1672
1401909775 20194 1672
1401991544 20229 1672
1401991968 20232 1672
1401992098 20251 1672
1401993556 20285 1672
1401993877 20287 1672
1401997985 20526 1672
1401998505 20563 1672
1402032321 21008 1672
1402033589 21008 1672
1402033618 21008 1672
1402033751 21008 1719
1402033790 21008 1728
1402033851 21008 1736
1402271502 21302 1736
1402272317 21302 1736
1402300028 21343 1736
1402300052 21375 1736
1402300087 21379 1736
1402301299 21425 1736
1402301381 21426 1736
1402302361 21467 1736
1402302805 21470 1736
1402303117 21471 1736
1402305439 21497 1736
1402305485 21588 1736
1402305518 21588 1736
1402388364 21588 1741
1402509136 22243 1741
1402510387 22250 1741
1402512605 22250 1785
1402512669 22250 1941
1402530715 22250 1941
1402530944 22818 1941
1402531243 22823 1941
1402531433 22827 1941
1402531792 22839 1941
1402532518 22945 1941
1402532695 22947 1941
1402533343 22965 1941
1402533355 22972 1941
1402533619 22977 1941
1402533735 22980 1941
1402533812 23262 1941
1402534401 23267 1941
1402535094 23297 1941
1402535320 23318 1941
1402585619 23319 1941
1402586564 23326 1941
1402587164 23348 1941
1402587562 23379 1941
1403019782 23379 1942
1403019901 23379 1959
1403019977 23379 1962
1403020095 23379 1970
1403081003 23528 1970
1403081389 23528 1970
1403081814 23546 1970
1403128267 23546 2005
1403155131 23568 2005
1403156044 23591 2005
1403192663 23611 2005
1403193235 23655 2005
1403193324 23655 2005
1403194080 23655 2005
1403198804 23671 2005
1403199225 23681 2005
1403199374 23682 2005
